student ID	Q#	answer	judge1	judge2	final judge
202	2	因为视觉和光反射	1	1	1
203	2	红色衣服的光波长在红色可见光波长范围	2	1	1
204	2	红色衣服反射红色的光	2	2	2
205	2	红色衣服反射红光	2	2	2
206	2	红色频率位于人眼可监管频率范围之内	2	1	1
207	2	衣服吸收了光中红色以外的其他颜色波长的光	2	1	1
208	2	光的反射与吸收	1	1	1
209	2	红色衣服反射红色光	2	2	2
210	2	衣服吸收了其他颜色的光谱，反射出红光	2	2	2
211	2	因为它就是红色的	0	0	0
212	2	衣服的本征色反射自然光中红色而被看见	2	2	2
213	2	因为红色物体反射红色的光，其他颜色被吸收	2	2	2
214	2	红色的光被反射到我们眼中	2	2	2
215	2	材料吸收了红光	0	0	0
216	2	因为衣服将自然光中的其他颜色的吸收，只将红光反射出来	2	2	2
217	2	反射红光多	2	2	2
218	2	人类色觉感知红色光谱	1	1	1
219	2	因为只反射红光，剩下的光被吸收了	2	2	2
220	2	因为红色的衣服只反射红光	2	2	2
221	2	光的其他颜色被衣服吸收，只有红色被反射	2	2	2
222	2	因为反射红色的光被眼睛接收	2	2	2
223	2	因为红色衣服反射的光线进入人的眼中是红光	1	2	2
224	2	因为红色衣服反射红色的光，且吸收其他色光	2	2	2
225	2	因为人类眼睛的构造如此（色盲除外）	0	0	0
226	2	红色可见光被反射出来被眼睛接收	2	2	2
227	2	因为它是红色的	0	0	0
228	2	对颜色的丁定义和认知	0	0	0
229	2	因为衣服吸收了其他波段的光，而红色没有吸收，反射出红光	2	2	2
230	2	所见即所得	0	0	0
231	2	因为反射到人眼中的是红色	1	2	1
232	2	因前一天没睡好，眼里血丝多	0	0	0
233	2	因为太阳光最后反射到人眼中的是红色光	2	2	2
234	2	因为红色衣服反射红光，人眼接收到红光	2	2	2
235	2	因为红色的物体反射红色的光，反射到人的眼里看到的就是红色	2	2	2
236	2	红色物体反射红色的光	1	2	2
237	2	因为大脑认知	0	0	0
238	2	因为不是色盲	0	0	0
239	2	光线找到红色衣服上，反射到人眼的光线是红色的	2	2	2
240	2	光反射红色可见光，反射的光到眼中看到的是红色	2	2	2
241	2	反射到眼里的颜色是红色的	1	0	0
242	2	肉眼识别，若看不出红色衣服是红色的，那可能是色盲或色弱了	0	0	0
243	2	因为红色衣服会吸收其他光，反射红光	2	2	2
244	2	人眼具有辨识颜色的能力	1	1	1
245	2	反射	1	1	1
246	2	不是红色的，就要去看眼睛了	0	0	0
247	2	红色衣服反射到视网膜的光线是红色	2	2	2
248	2	其他光被吸收	2	1	1
249	2	因为我们不是色盲	0	0	0
250	2	我看的是绿色	0	0	0
251	2	红色衣服反射红色的光	2	2	2
252	2	光反射	1	1	1
253	2	红色衣服只反射红色	2	2	2
254	2	反射光	1	1	1
255	2	在自然光的反射下接收到了红色反光。	2	2	2
256	2	白光照到衣服上，除了红光其它色光都被吸收了	1	2	1
257	2	因为人眼接收到是太阳光（复色光）反射到衣服所剩下的红光	2	2	2
258	2	因为红色衣服反射红色色光	2	2	2
259	2	因为衣服颜色在视网膜合成形成红色。	0	2	0
260	2	因为红色衣服反射出了红光。	2	1	2
261	2	因为光的反射	1	1	1
262	2	因为红色的衣服反射红光最多。	2	2	2
263	2	此衣服反射红光，吸收其他的光。	2	2	2
264	2	因为衣服反射了红色	2	1	1
265	2	红色的衣服只反射红色的光，所以看到红色	2	2	2
266	2	红色物体反射红光，吸收其他光，所以看见的衣服是红色的	2	2	2
267	2	因为红色衣服只反射红光	2	2	2
268	2	红衣服上吸收白色光反射出红色单色光，	1	0	0
269	2	红色衣服反射红色光。	2	2	2
270	2	因为只有红光被衣服吸收，其余均被反射。	0	0	0
271	2	红衣服反射出红色单色光让人眼看到，	2	2	2
272	2	因为它反射红色光	2	2	2
273	2	因为衣服把其他色光吸收了，只反射了红光。	2	2	2
274	2	因为红色的衣服会反射红色光而吸收其他颜色的光。	2	2	2
275	2	因为红色的衣服会反射红色光而吸收其他颜色的光。	2	2	2
276	2	只反射红光	2	1	2
277	2	因为人眼可以看到在衣服表面反射出来的红色波长的光。	2	2	2
278	2	因为红色衣服反射了红色的光。	2	2	2
279	2	红衣反射红色色光	2	2	2
280	2	人眼对不同光的识别	0	1	0
281	2	红衣服把别的颜色的光都吸收了，只反射出红光。	2	2	2
282	2	衣服吸收了其他颜色的光，将红色光反射出来。	2	2	2
283	2	衣服反射红色，吸收其余色光	2	2	2
284	2	衣服反射了红色的光	2	2	2
285	2	我们只是用红色这个代号代替了那个颜色	0	0	0
286	2	光照射到衣服表面上，会反射出红色波长的光，就会呈红色。	2	2	2
287	2	反射到我们视网膜的光是红色的	2	2	2
288	2	红色衣服反射红光	2	2	2
289	2	光线经过反射，其余的颜色的光都被吸收，除了红色	2	2	2
290	2	红色衣服会反射红光，吸收其他色光，所以是红色。	2	2	2
291	2	太阳光反射	1	1	1
292	2	大阳光反射	1	1	1
293	2	光的吸收与反射	1	1	1
294	2	太阳照到衣服上，将红色反射到眼中。	2	2	2
295	2	因为红色衣服吸收红光少，较多红光被反射回来	2	2	2
296	2	红色衣服吸收其它光，只反射红光到人眼。	2	2	2
297	2	红色反射红光，照在视网膜上形成视觉	2	2	2
298	2	光经过反射只有红光被反射进入人眼	2	2	2
299	2	因为光的反射原理	1	1	1
300	2	因为衣服只反射红色光，吸收了其他颜色的光	2	2	2
301	2	因为光射到衣服上，再折射到肉眼中为红色。	0	2	0
302	2	由于这件衣服反射了红色光，吸收了其他颜色的光	2	2	2
303	2	因为它吸收白色光中除了红色光以外的光，反射红色光	2	2	2
304	2	因为它反射的红光进入我们的视线	2	2	2
305	2	因为其他颜色的光都被吸收了	2	1	1
306	2	因为红光的反射及其余光的吸收。	2	2	2
307	2	因为衣服吸收了其他颜色的光	1	1	1
308	2	因为它反射红色光。	2	2	2
309	2	因为红色衣服吸收其他颜色的光而反射红色光。	2	2	2
310	2	红色物体反射红光，吸收其他光线。	2	2	2
311	2	红色的衣服反射的红光在大脑中形成的反应是红色。	2	2	2
312	2	因为它反射红光	2	2	2
313	2	因为有红光反射到我们眼睛里	2	2	2
314	2	应为红色衣服不吸收红光而反射红光	2	2	2
315	2	衣服反射的光是红色的	2	2	2
316	2	因为衣服吸收了红色以外的光，反射了红光	2	2	2
317	2	因为红色衣服反射红光，吸收其他色光	2	2	2
318	2	红色衣服吸收了其他波长的光而反射红色的光。	2	2	2
319	2	红色衣服不吸收太阳光中的红光，红光反射到人的眼睛中	2	2	2
320	2	红色衣服只把自然光中的红光反射了出来，其余的全部吸收掉了。	2	2	2
321	2	衣服吸收了光中的另外六种颜色，只反射红色。	2	2	2
322	2	其他颜色的光都被吸收了只有红光被反射。	2	2	2
323	2	因为衣服是红色的。	0	0	0
324	2	其他颜色的光都被吸收了，只有红光被反射。	2	2	2
325	2	该衣服的材料不吸收红光。	1	1	1
326	2	物体不吸收红光，因而红光反射到人眼中	2	2	2
327	2	因为光的反射	1	1	1
328	2	因为它只反射红光，吸收了其他颜色的光	2	2	2
329	2	因为光的反射。	1	1	1
330	2	红色衣服反射的绝大多数是红光	2	2	2
331	2	衣服的材料反射红色，吸收其他颜色。	1	1	1
332	2	因为衣服的材料不吸收红光，反射红光	2	2	2
333	2	因为红色衣服反射红色光	2	2	2
334	2	红色衣服只反射红光	2	2	2
335	2	由于光的其它颜色被吸收，红色只反射红光。	2	2	2
336	2	因为红色的布料只反射红光，所以呈现出红色。	2	2	2
337	2	红色衣服不吸收红光，红光被反射到人眼里，所以看见就是红色的	2	2	2
338	2	衣服表面材质不吸收红光	1	1	1
339	2	红色衣服反射阳光中的红光，吸收其他色光。	2	2	2
340	2	红色的东西只反射红色的光到我们眼中	0	2	2
341	2	因为红色衣服把除红色以外的光都吸收了	2	1	1
342	2	因为人的眼睛能分辨颜色	0	0	0
343	2	红色衣服的布料不吸收红光，将红光反射出来	2	2	2
344	2	红色反射出来红光 ，吸收其他颜色光	2	2	2
345	2	因为红色衣服只反射红光	2	2	2
346	2	衣服吸收其他颜色的光，反射红色的光。	2	2	2
347	2	红衣服将红光反射到我们眼中，	2	2	2
348	2	红色光经过红色衣服反射到人眼睛里。	2	2	2
349	2	衣服吸收红光以外的其他光，并反射红光	2	2	2
350	2	白光照在衣服上只反射红光进我们的眼睛。	2	2	2
351	2	红衣服将其他颜色的光吸收，反射出红光。	2	2	2
352	2	衣服反射阳光中的红光，进入人眼后形成红色	2	2	2
353	2	大脑认为视网膜反馈七百纳米电磁波信号是红色	2	1	1
354	2	衣服的材料反射红色，吸收其他颜色。	2	2	2
355	2	吸收了太阳光光谱里除红色光之外的其他光。	2	1	1
356	2	红色衣服只反射红光，吸收其他颜色光	2	2	2
357	2	因为衣服吸收了其他的单色光，而红色未被吸收且反射进了我们的视网膜上。	2	2	2
358	2	其他颜色的光都被吸收了，只有红光被反射。	2	2	2
359	2	反射到我们眼里的太阳光红光最多	2	2	2
360	2	因为它吸收了其他的光，反射了红光	2	2	2
1	3	能像人一样思考，具有一定智慧，独立完成一些事情	1	0	1
2	3	使机器模拟人的思维解决问题	2	1	2
3	3	一门涉及众多学科的技术科学	0	0	0
4	3	用电脑程序模拟人的思维模式	1	1	1
5	3	电脑有像人一样的思考能力。	2	2	2
6	3	机器可以像人一样“思考”做指定的工作	2	1	2
7	3	人的思维，机器的计算	1	1	1
8	3	人制造的具有智能的系统或软件。	2	2	2
9	3	机器通过学习，了解人类，帮助人类	0	0	0
10	3	人工智能是拥有类人智慧的系统	1	1	1
11	3	简称AI，模仿人的一个学科	1	1	1
12	3	机器实现自我认知。	1	1	1
13	3	用机器模拟人类的思维和行为	2	2	2
14	3	依靠机器学习等技术让计算机具有像人一样思考判断的能力	2	2	2
15	3	机器模拟人类思维	2	2	1
16	3	人工智能从本质上讲就是机器智能	2	2	2
17	3	用计算机模拟人类思维	2	2	2
18	3	就是让机器与人交互，替我们工作	1	0	1
19	3	就是想创造出像人一样有智慧的机器。	1	1	1
20	3	将人类的思想与判断能力赋予计算机	1	1	1
21	3	人造的智能机器，对人类的思维和行为方式进行模仿	2	2	2
22	3	人们开发的能代替人们部分工作的智能产物	1	1	1
23	3	人工智能是能够与人类正常交流，能够代替人类从事某些工作的智能机器。	1	1	1
24	3	用机器来实现人能做的和人难以做到的。	1	1	1
25	3	能够模仿人类作出对事物判断的机器	2	2	2
26	3	人工智能就是将人类的智慧在机器上实现	1	1	1
27	3	研究、开发用于模拟、延伸和扩展人的智能的技术科学	2	2	2
28	3	人工智能就是让程序或机器等能按照人的思维方式来思考	2	2	2
29	3	让机器能做人类会做的事，甚至是人类不能做的	2	2	2
30	3	由人工设计的类似人类的智能产品	2	2	2
31	3	机器代替人类做一些简单的逻辑处理	1	1	1
32	3	计算机通过海量计算与机器学习来解决问题	1	1	1
33	3	人工研究出来的模拟人的智能	2	2	2
34	3	人工建造的智能产品	1	1	1
35	3	机器能搜索能推理	1	1	1
36	3	人与智能产品	1	0	0
37	3	能和人一样思考的机器	1	1	1
38	3	人工的智能	0	0	0
39	3	人工创造出来的能够像人一样思考，行动的程序	2	2	2
40	3	机器代替人类做事	1	1	1
41	3	机器用人的方式去智能的解决问题	1	1	1
42	3	人类制造出来的用于代替人类完成工作或像人类一样思考的科技产品。	1	1	1
43	3	能够在一定程度上代替人类工作的机器	2	2	2
44	3	研究用计算机模拟人类智能。	2	2	2
45	3	计算机通过机器学习为人类处理事务。	2	1	1
46	3	从外界接受信息并模拟人脑对其进行处理。	2	2	2
47	3	计算机可以高效地做人的工作	2	2	2
48	3	模拟人类思考模式的机器。	2	2	2
49	3	它是研究、开发用于模拟、延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学。	2	2	2
50	3	研究计算机使其来模拟人的某些思维过程和智能行为，制造类似于人脑智能的计算机，使计算机能实现更高层次的应用。	2	2	2
51	3	人工制造出来的机器表现出不同于一般机器的智能	2	2	2
52	3	人工的智能	0	0	0
53	3	有一定智慧的人工制造的程序	1	2	2
54	3	运用科技使机器做出类似人为的高级动作	1	1	1
55	3	人工智能是指用机器来完成人类的一些工作，从而产生了人工智能。	2	1	1
56	3	人创造的具有智能的程序	2	2	2
57	3	以人工设计算法的形式进行自主学习的计算机	1	1	1
58	3	模拟人类的程序	2	2	2
59	3	*	0	0	0
60	3	研究开发人的智能的新的科学技术	0	0	0
61	3	一种新式算法。	0	0	0
62	3	研究计算机模拟人类的智能	2	2	2
63	3	能够与人类交流的计算机系统	1	1	1
64	3	计算机通过一定学习完成某种目的	1	1	1
65	3	研究开发类似人类智能的机器的科学	2	2	2
66	3	电脑自助进行各类操作	1	1	1
67	3	智慧机器	1	1	1
68	3	研究人类智能的领域	0	0	0
69	3	利用计算机解决生活问题	1	1	1
70	3	人工智能是计算机模拟人的行为，像人一样处理问题。	2	2	2
71	3	模拟人类思维的计算机程序	2	2	2
72	3	*	0	0	0
73	3	研究开发使计算机模拟人类智能的技术	2	2	2
74	3	就是使机器具有类似于人的思考能力和推理能力	2	2	2
75	3	人工智能是人类设计出来的一种程序。	1	1	1
76	3	具体说不清楚，只能意会不可言传	0	0	0
77	3	能够像人类一样进行简单思考的机器	2	2	2
78	3	可以进行自主操作的完成一定任务的机器。	1	1	1
79	3	人工制造的模仿人类思维的智能人	2	2	2
80	3	人工智能就是用人工的方式，让机器做人想做的事情，通过给机器发出命令指示，让机器来执行。	2	2	2
81	3	人工智能是一种可以解决问题的工具。	0	0	0
82	3	用计算机模拟延展人的智能。	2	2	2
83	3	使用计算机来模拟人的思维与行为	2	2	2
84	3	人来操作训练计算机使计算机更加智能	1	1	1
85	3	使机器像人一样思考工作，多学科的交叉学科。	2	2	2
86	3	人类设计的高科技机器技术。	0	0	0
87	3	研究智能的新的技术科学。	1	1	1
88	3	计算机科学的分支，简称AI	1	1	1
89	3	机器干人事	1	1	1
90	3	人工智能就是通过一系类的技术手段使机器模仿人的智能。	2	2	2
91	3	计算机通过学习达到自主解决问题的功能	2	2	2
92	3	能自己学习	0	0	0
93	3	基于深度学习算法的机器	1	1	1
94	3	*	0	0	0
95	3	计算机对信息的处理	0	0	0
96	3	让机器具有人思考的能力，帮助人类完成任务	2	2	2
97	3	用机器模拟人脑	1	1	1
98	3	不知道	0	0	0
99	3	应该是由人开发的智能程序	1	1	1
100	3	高科技	0	0	0
101	3	人类设计的智能机器	1	1	1
102	3	利用程序使机器模仿人的思维动作	2	2	2
103	3	像人一样智能的机器	2	2	2
104	3	人工制造的智能物品	1	0	1
105	3	*	0	0	0
106	3	AI。由于太复杂我难以定义。	1	0	0
107	3	人工智能是通过计算机编程控制机器，使机器能够自主学习	2	2	2
108	3	二十一世纪的新技术，旨在服务人类、社会。	0	0	0
109	3	人类创造的可以帮助人类做事情的机器	2	2	2
110	3	人造的但是会通过大数据以及概率运算进行深度学习的人类编写制造的机器程序	2	2	2
111	3	人类制造的高科技	0	0	0
112	3	通过计算等机技术使机器近似于人	2	2	2
113	3	是与人类智能相似的智能机器	1	1	1
114	3	模拟人的各方面性能并不断发展形成的智能机器	2	2	2
115	3	使机器拥有像人一样的智能	2	2	2
116	3	有着类似人的思想	0	0	0
117	3	人为的创造出来的具有思考能力的“生命”	1	1	1
118	3	让计算机仿人的思维方式	2	2	2
119	3	是研究，开发用于模拟和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学。	2	2	2
120	3	可以协助人类自主做出一些决策。	1	0	0
121	3	让机器可以模仿，拓展，延伸人类的智能	2	2	2
122	3	研究、开发用于模拟、延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学	2	2	2
123	3	人工智能就是让机器模拟人的大脑来解决实际问题。	2	2	2
124	3	执行拟人任务的程序或机器	2	2	2
125	3	机器能像人具有智能的判断，学习技能。	2	2	2
126	3	模拟、延伸和扩展人的智能的理论、方法、技术及应用系统	2	2	2
127	3	机器模拟人 	1	1	1
128	3	机器对人类思维行动的模仿	2	2	2
129	3	通过人为的干涉实现机器智能。	1	0	0
130	3	是研究、开发用于模拟、延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学。	2	2	2
131	3	是研究开发用以模拟扩展人的智能的理论。	2	2	2
132	3	人为创造的智能	1	0	0
133	3	是研究用于模拟、延伸和扩展人的智能的技术科学。	2	2	2
134	3	让计算机模拟人类的思考模式行动	2	2	2
135	3	模拟，延伸并扩展人的智能	2	2	2
136	3	用人工的方法和技术开发智能机器或智能系统，以模仿、延申人的智能。	2	2	2
137	3	让机器像人类一样思考	2	2	2
138	3	机器具有像人类一样的行为	2	2	2
139	3	用人工的方法开发智能机器和系统。	1	1	1
140	3	*	0	0	0
141	3	对机器赋以类人的属性以从事相关活动。	2	2	2
142	3	用机器学习人的思考功能。	1	1	1
143	3	机器可以像人一样思考，并且处理问题。	2	2	2
144	3	由人所创造的具有思考能力的物品	1	0	1
145	3	人工创造的模拟智能的机器。	2	2	2
146	3	让人觉得机器在像人一样思考	2	2	2
147	3	使机器具备人的智慧，模拟人的行为	2	2	2
148	3	研究如何做出能以人类思考模式的机器的科学	2	2	2
149	3	人赋予工件思想。	0	0	0
150	3	使程序具有启发性。	0	0	0
151	3	人编写一系列东西来帮助自己完成更多的事	1	1	1
152	3	计算机通过模仿使外在呈现出一种类人的智能	1	2	2
153	3	能像人一样思考，具有一定智慧，独立完成一些事情	0	0	0
154	3	使机器模拟人的思维解决问题	2	1	1
155	3	一门涉及众多学科的技术科学	0	0	0
156	3	用电脑程序模拟人的思维模式	2	2	2
157	3	电脑有像人一样的思考能力。	2	2	2
158	3	机器可以像人一样“思考”做指定的工作	2	2	2
159	3	人的思维，机器的计算	1	1	1
160	3	人制造的具有智能的系统或软件。	2	2	2
161	3	机器通过学习，了解人类，帮助人类	0	0	0
162	3	人工智能是拥有类人智慧的系统	2	2	2
163	3	简称AI，模仿人的一个学科	1	0	1
164	3	机器实现自我认知。	0	0	0
165	3	用机器模拟人类的思维和行为	2	2	2
166	3	依靠机器学习等技术让计算机具有像人一样思考判断的能力	2	2	2
167	3	机器模拟人类思维	2	1	1
168	3	通过程序算法使机器能够具备人的一些思维能力和认知能力。	2	2	2
169	3	机器可以思考而提供更好的服务	1	1	1
170	3	"机器可以思考而提供更好的服务"	1	1	1
171	3	可能就是人工智障吧	0	0	0
172	3	用机器替人或帮人做事。	1	1	1
173	3	人工制作，模仿人类进行工作的机器。	2	1	1
174	3	*	0	0	0
175	3	让计算机具备人的思维。	1	1	1
176	3	通过程序来完成的对于某种问题的自然解答	1	1	1
177	3	用人工的方法让机器实现智能行为	2	2	2
178	3	模拟人的智能的系统	2	1	1
179	3	机器具备人的思维能代替人工作	2	2	2
180	3	人类模拟人脑做出的具有人类智慧的机器	1	1	1
181	3	人工智能就是以人脑的学习方式去让机器自主学习，并用人脑方式处理问题与反馈	1	1	1
182	3	使机器使用或模拟人的思维、动作模式	1	1	1
183	3	机器	0	0	0
184	3	比如机器和人的想法一样	1	1	1
185	3	可以依据一定的规则，处理问题没有一定的自由度	0	0	0
186	3	自动学习	1	0	0
187	3	机器代替人脑，或者代替人	2	2	2
188	3	*	0	0	0
189	3	人工造的智能	1	1	1
190	3	机器人	1	1	1
191	3	人工智能是制造一种能仿造人的行为的技术，例如阿尔法狗，图像识别技术、机器人等	2	2	2
192	3	使计算机具有人的学习判断能力	2	2	2
193	3	计算机科学的一个分支，核心是机器学习	2	2	2
194	3	人工制造的机器具有学习能力	1	1	1
195	3	一种技术科学	0	0	0
196	3	*	0	0	0
197	3	*	0	0	0
198	3	*	0	0	0
199	3	研究开发用于模拟、延伸和扩展人的智能的方法	2	2	2
200	3	能自我思考的机器	1	1	1
201	3	人类通过一些方式驱使一些机器完成困难的任务	1	1	1
202	3	利用程序语言和硬件支撑构建智能设备	1	1	1
203	3	智能处理所做的工作	1	1	1
204	3	让设备比较智能	1	1	1
205	3	智能的机器	1	1	1
206	3	让机器具有智能	1	1	1
207	3	机器像人一样	2	2	2
208	3	由人类研发出来的智能程序	1	1	1
209	3	用计算机来模仿人类处理问题	2	2	2
210	3	能够像人处理一些复杂事情的机器	1	1	1
211	3	机器能够像人一样具有一定的自主性	1	1	1
212	3	认为的使机器有按环境变化而行为的自由	0	0	0
213	3	仿生机器人	1	1	1
214	3	AI，利用计算机科学技术使机器拥有类似人类的思想	2	2	2
215	3	用机器电脑模拟人的行为	1	1	1
216	3	人工智能是用于研究、开发模拟、延伸和扩展人来的智能理论、方法、技术及因公系统的一门新的技术科学	2	2	2
217	3	人工给予机器完成工作的能力	0	0	0
218	3	电脑模拟人类处理问题	2	2	2
219	3	使机器拥有人的思想，但比人更加智能化	0	0	0
220	3	代替人类进行劳动的科学	0	1	1
221	3	人为制造出来的智能	1	1	1
222	3	让机器像人类一样思考	1	1	1
223	3	像人类一样思考、行事	2	2	2
224	3	人工设计的智能化设备	1	1	1
225	3	不是很清楚	0	0	0
226	3	让机器可以像人一样思考判断执行	2	2	2
227	3	人认为自己聪明	0	0	0
228	3	人工制造智能技术	1	1	1
229	3	不需要人工进行操作而完成人们的意愿	1	1	1
230	3	利用科学技术造出的人工的代替品	1	1	1
231	3	机器具有学习的能力，即智能，能模仿人思考学习，即人工智能	2	2	2
232	3	在人工的条件下，使机器具有思维闭环的能力	0	0	0
233	3	人工智能就是让机器去模仿人类，一起大道和人类大脑一样的智能水平	1	1	1
234	3	靠人去创造出有自主能力的智能体	2	1	1
235	3	是研究、开发用于模拟延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学	2	2	2
236	3	研究用于模拟延伸和扩展人的智能的理论、方法、技术及应用系统的一门新的技术科学	2	2	2
237	3	是来自人创造的智慧功能	0	0	0
238	3	*	0	0	0
239	3	*	0	0	0
240	3	具有一定的识别、分析、自我调节的机器	0	0	0
241	3	用计算机来实现的功能	1	1	1
242	3	人类发明创造一些智能机器，来节省劳动力，推动社会发展	1	1	1
243	3	人为设计制造的满足生产生活的智能产品	1	1	1
244	3	机器自主判断	1	0	0
245	3	使计算机以人的思维方式认识并处理问题	1	1	1
246	3	现在都是人工智能	0	0	0
247	3	让机器去执行一些事情	1	1	1
248	3	智能化人工设备	1	1	1
249	3	*	0	0	0
250	3	有智商却不能取代人类	0	0	0
251	3	比人聪明的机器	0	0	0
252	3	有智商的机器	1	0	0
253	3	代替人类工作的智能机器	1	1	1
254	3	认为创造的带有智能的物品	1	1	1
255	3	具有先进智能化算法的科技。	1	1	1
256	3	非人工通过思考解决问题的过程	0	0	0
257	3	非人工通过思考解决问题的过程	0	0	0
258	3	由人类制造的拥有深度学习能力的程序	1	1	1
259	3	即利用高科技来代替人类完成智能行为。	1	1	1
260	3	与人类智能相似的一种计算机科学的分支。	1	1	1
261	3	人类研发的可以自主处理问题的智能系统	2	2	2
262	3	能对人类命令做出智能反应的程序。	0	1	1
263	3	是研究开发人的智能的技术。	0	0	0
264	3	具有学习能力的、智能的电脑	2	2	2
265	3	使计算机像人类一样有智能的学科	2	2	2
266	3	应用计算机创造出能模拟人类活动做出反应的机器	2	2	2
267	3	人为赋予计算机智能	1	1	1
268	3	人工智能是用计算机实现人类智能能做的工作。	2	2	2
269	3	具有自主学习能力的机器	2	2	2
270	3	机器代替人类行使人类较为复杂的工作	2	2	2
271	3	人工智能是用计算机编程语言实现人类智能做的工作。	1	1	1
272	3	通过一算法使计算机可以像人一样处理问题	2	2	2
273	3	能够模拟人的智能行为的计算机	2	2	2
274	3	人工智能就是能通过自我思考，为人类提供更人性化服务的机器人。	1	1	1
275	3	人工智能就是能通过自我思考，为人类提供更人性化服务的机器人。	1	1	1
276	3	计算机通过算法模仿人类 	2	2	2
277	3	人工智能是对人的意识与思维的模拟。	2	2	2
278	3	使计算机能以与人类智能相似的方式工作。	2	2	2
279	3	具有精妙算法程序的机器	1	1	1
280	3	通过人的编程控制，完成工作的机器	1	1	1
281	3	用计算机来模拟人类智力的某些活动。	2	1	1
282	3	由人制造的拥有部分或全部人的智能的机械	2	2	2
283	3	模拟人体的一些算法	1	0	0
284	3	通过算法让计算机拥有人类智能	2	2	2
285	3	将电脑赋予人的功能，受人操纵	1	1	1
286	3	利用机器模拟人的思维和意识	2	2	2
287	3	由程序控制，有自己的主观思维的物体	1	0	0
288	3	数据分析处理反馈程序	1	0	0
289	3	计算机通过大数据系统进行宏观的统计之后对特定的东西特定的处理	1	1	1
290	3	能够自己学习进化并且解决启发式方案的计算机就是人工智能。	2	2	2
291	3	使用计算机去做一些较简单的事情	1	1	1
292	3	使用计算机去做一些较简单的事情	1	1	1
293	3	人工制造的大脑	0	0	0
294	3	用计算机做到人类可以做的事。	1	1	1
295	3	人工智能是研究、模拟人的智能的一种技术	2	2	2
296	3	具有人类一些能力的应用。	1	1	1
297	3	按照设计的算法具有一定学习能力的程序	1	1	1
298	3	具有人类思维的机器	1	0	0
299	3	机器学习人类的思维。	1	1	1
300	3	一种能以相似于人类智能做出反应的机器	2	2	2
301	3	人利用机器去解决一些问题。	1	1	1
302	3	机器通过大量学习，形成近似于人类的思维。	2	2	2
303	3	能自主学习自主编程的技术。	0	1	1
304	3	就是拥有人的思维的机器	0	0	0
305	3	人的智慧用于机器为人类造福的技术	1	1	1
306	3	机器对人意识思维信息过程的模拟。	2	2	2
307	3	计算机拥有了自我学习的能力，代替部分劳动	2	2	2
308	3	可以自主学习思考并完成工作的意识形态。	1	0	0
309	3	利用计算机技术，模拟人类智能，希望可以让机器具有人类的一些能力，如图像识别等。	2	2	2
310	3	根据人为设置的算法从事简单工作。	0	0	0
311	3	是计算机科学的一个分支。	1	1	0
312	3	赋予机器与人类相似的智慧能力的技术科学。	2	2	2
313	3	可以模拟人类行为，能够自己思考的智能	2	2	2
314	3	机器按照情况执行不同的程序	0	0	0
315	3	扩展人的智能的一种新技术	1	1	1
316	3	用计算机模拟人类的智能	2	1	1
317	3	可以对数据进行学习并进步的机器	1	1	1
318	3	模仿人类智慧的程序。	1	1	1
319	3	计算机科学的一个分支	1	1	1
320	3	通过算法让机器自动执行一些复杂的问题。	1	1	1
321	3	利用高科技产品进行各项工作。	0	0	0
322	3	使计算机能做需要人类智能才能完成的工作。	1	1	1
323	3	帮助人类解决问题的算法程序。	0	0	0
324	3	研究、开发用于以前只有人类所拥有的智能。	2	2	2
325	3	机器人代替人类工作。	2	1	1
326	3	结合计算机技术和人类智慧的一门科学	1	1	1
327	3	人类创造的高于人类的智能	0	0	0
328	3	人工智能就是研究如何使计算机去做过去只有人才能做的智能工作	2	2	2
329	3	人为制造出来的便于人生活的技术。	0	0	0
330	3	说不清楚	0	0	0
331	3	是一种模拟人类的智能科学技术。	2	2	2
332	3	人类创造的能代替人类活动的程序，机器	2	2	2
333	3	通过深度学习让机器拥有像人类一样的智慧	1	1	1
334	3	由人创造的智能处理系统	1	1	1
335	3	可以实现机器像人一样思考并作出反应。	2	2	2
336	3	人工智能是一项赋予计算机识别人的外貌声音等功能的科学技术。	1	1	1
337	3	能以人类的方式对外界的行为做出反应	0	0	0
338	3	用编程语言实现机器的自动化交互性操作	0	0	0
339	3	能应用启发式方案解决问题的机器。	1	0	0
340	3	它是使事情趋于轻松化的学科	0	0	0
341	3	使电子产品有人的某方面能力	1	0	0
342	3	是让机器人像人一样处理问题	2	2	2
343	3	通过机器模拟人类智能的技术	2	2	2
344	3	用编程语言实现机器的自动化交互性操作	0	0	0
345	3	通过图灵测试的机器被认为具有人工智能	2	2	2
346	3	是机器实现类人的理性的行为和思考	2	2	2
347	3	通过人类的一些程序设计使得机器进行类似于人类的智慧的一种技术	2	2	2
348	3	人为生产出具有人的思维的智能机器。	2	2	2
349	3	使机器可以像人类一样思考和学习	2	2	2
350	3	机器能像人类进行思考，处理问题。	2	2	2
351	3	将计算机科技运用于生活中。	0	0	0
352	3	计算机的一门学科，目的是使计算机拥有类似人的思考能力	2	2	2
353	3	虚拟出来能够自己思考的机器智能	1	1	1
